ID, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1316,0.888426119,0.371889848,1.435352585,0.158217724,0.196166915,0.405513744,0.346254044,1.074157785,0.259495683,0.397934107,0.688783567,0.472956435,0.291308127,0.304111541,0.986838146,1.450170487,1.720339784,95442,10570,81110,14652,18654,19556,1612,56548,5782,59404,53266,23954,29566,32746,37254,68510,3164,69666
1124,0.87160573,0.044444748,0.888116189,0.8933804,0.052646885,0.309150068,0.415408822,0.448392224,0.008266257,1.296658709,1.807840837,0.393744202,0.005103683,0.640259436,0.8438995,3.859772624,0.442887221,61696,25014,71904,652,2468,8576,1828,418,0,61168,75068,9172,35350,21886,29914,71758,12942,64640
1329,0.297107545,0.370718823,1.148470077,0.03127137,0.297235038,0.328135741,0.413459935,0.498890895,0.105820796,0.329505851,0.176458264,0.030322746,0.065579851,0.141170177,0.906971804,0.64531149,1.304821799,10952,13160,27800,9884,20916,1548,7330,9894,3142,37672,22488,8994,35502,22590,30268,27836,1516,55740
1139,0.962868465,0.798222666,1.667402597,1.116356754,0.024842269,0.195530248,0.072055944,0.825100455,0.006400932,0.07185348,1.693911422,0.400441336,0.014839827,0.767480963,0.71775691,1.593345987,0.414203796,64268,57724,66438,7096,208,3436,204,2434,0,41902,21288,27342,1996,39792,2606,13760,5206,7632
1137,1.62003514,1.475737321,1.576715016,1.07577296,0.015634143,0.134302555,0.021944922,0.108836137,0.075764735,0.163003863,0.085010841,0.084885483,0.039744548,0.05401595,0.371493583,1.309704673,0.415998255,71396,71236,69524,37460,2188,4376,188,1360,872,24850,14942,7702,5452,996,20052,39874,32900,26448
1302,0.735985934,0.513301099,2.044251722,0.062809084,0.50432381,1.132544176,0.246131868,1.094618315,0.892870037,0.950069158,0.143114139,0.045260952,0.184883223,0.036447766,0.703127033,0.563022125,1.240073553,65278,42222,60398,900,46476,52818,1974,46930,39214,60784,39412,2892,34344,6032,25536,7978,172,60840
1190,1.927252578,2.096201887,1.270045644,0.846596884,0.054753346,0.858027869,0.037783191,0.240867237,0.099286592,0.563256528,0.614808865,0.680900812,0.038092605,0.279360105,1.196548168,1.226661181,0.697222515,79336,77490,77096,30356,3118,41146,1452,3848,802,7454,28656,21280,5656,12464,42552,56036,16434,46438
1152,2.238057668,2.658315545,2.203767701,0.959689571,0.072434601,0.203573538,0.086264155,0.609770724,0.142960586,0.449173584,0.919299151,0.497838391,0.061150564,0.351356586,1.514914545,1.991835601,1.350999651,61474,70714,64760,13564,2728,1972,694,1184,644,18308,54146,13776,22396,16818,43266,56620,5290,52418
1109,1.491151656,1.398720497,0.712157609,1.816001812,0.441951863,0.566546843,0.118001035,1.089718427,0.93092236,1.557121377,0.924181936,0.355188147,0.04214648,0.901881988,2.506476449,3.212739389,0.105761905,72640,72032,17952,34332,13178,2690,344,17030,5356,55266,67932,3200,1024,15948,45194,60446,5342,210
1100,0.47419615,1.063276199,0.394013749,0.583163459,0.587006416,0.741637947,0.647733883,1.562022609,0.57843538,1.547249313,1.676956309,0.476298808,0.01422487,1.072717385,2.468186984,1.722098686,1.014970058,5290,30150,19484,16032,19414,7326,2646,20862,10456,39570,62822,4176,28746,50882,49164,50382,744,49436
1138,1.210970846,2.033090205,1.314754587,0.691132434,-0.453879165,-0.43616512,-0.666473534,0.448081242,0.256738454,0.68436472,0.348644559,-0.086074968,-1.055504534,-0.314528416,1.921493305,1.974470424,0.784848429,52978,60842,44126,13402,2560,1860,678,11404,1208,18224,39476,3542,3274,3994,45120,53354,2882,22756
1165,2.666336646,2.892704499,1.325588116,1.390833173,0.162234904,0.244497595,0.017119376,0.242924869,0.561645827,0.295919419,1.477976916,0.39120124,0.629024901,0.456355456,1.704998183,1.991266004,0.795235225,77242,81898,13696,47150,1290,4468,368,1842,1832,3970,59238,1480,13682,15580,45394,69230,28944,8646
1028,1.737223035,3.655108166,1.310837599,2.169734004,0.576699878,2.283216332,0.784576478,1.879558501,0.122090189,0.060147471,0.858317794,0.207428397,0.003401584,0.159164534,1.654428702,2.148156002,0.122162096,57706,61122,6918,63452,5988,62720,5764,24846,366,1650,50232,1696,0,3824,51476,64448,1422,4678
1019,2.959438072,3.34479743,1.859892691,1.641048353,0.081016546,1.029402088,0.006095743,0.288088675,0.128061365,0.272042088,2.030932369,0.22678008,0.014276305,0.056260884,1.671771566,1.90962988,1.393615743,61906,59872,7162,27388,468,3264,10,584,92,208,41012,604,206,870,32750,61676,53240,19882
2001,1.769106603,0.124988811,1.193008238,1.106296815,0.332855035,0.832147547,0.888256978,1.334506086,0.038293373,0.324778802,1.312178778,0.053122587,1.034648961,0.021838928,0.438485922,0.388743391,0.07764392,79426,5640,76218,20706,6470,3376,68158,39912,1728,12172,79592,540,18464,3802,38734,2104,20492,1016
1081,0.340342097,1.023647887,0.256716432,0.337614085,0.072419405,0.065208451,0.275687324,0.298587167,0.167809703,0.456907981,1.1022723,0.792193114,0.898817527,0.400221909,2.033498279,0.373787167,2.256019405,8418,18928,2998,4138,418,1286,942,25012,5530,20880,34104,25238,50252,60566,53280,25990,74,48220
1276,0.731065982,0.412652055,2.161722146,0.325837215,0.630616438,0.405069406,0.076296575,0.237311187,0.20221484,0.872790411,0.363924201,1.313313699,0.119077169,0.344900228,0.633618721,1.010880365,1.276161187,33880,21602,38034,7220,38962,33280,294,17162,15940,74434,3702,63734,47814,17164,10108,7872,24776,35192
1285,1.311676558,0.205311573,3.233965628,0.229158012,0.1778682,0.295394659,0.275482443,0.76753635,0.055555638,0.604592977,0.740891939,0.370502473,0.371951039,0.090527943,0.63572997,1.438852374,1.136405786,57298,19624,80142,1430,2068,9214,5092,28674,512,45412,62284,36314,52884,5962,26470,33778,3652,46818
1018,1.387379694,1.722140627,0.991332097,0.733437181,0.565495596,2.010259311,0.394651522,1.529193942,0.737927677,1.725868645,0.952835729,0.317982074,0.448115902,0.327969402,1.854248802,1.882496987,0.715698965,62684,59904,6484,15064,8298,52408,64,29604,5848,39034,54682,1084,214,18456,33606,56638,23436,20248
1011,2.887458676,4.119396166,1.174181086,1.540737232,0.131593362,2.497752537,0.08174706,1.463294345,0.162878685,0.722684711,0.928055421,0.366216208,0.08295344,0.67984308,2.33019333,0.389124215,1.57701015,61118,61124,1206,34902,0,51648,20,1164,44,236,484,1680,1268,13460,42340,54594,47938,60498
1223,1.368744202,1.507492096,1.496271374,0.979853698,0.021479174,0.100410523,0.215572401,0.25768132,0.156061151,0.264943348,0.6771898,0.770529364,0.178271143,0.119030345,0.607789547,1.217158186,0.843535941,28620,64490,63824,7966,674,2080,5404,1280,4590,9738,59106,35502,49692,19194,30798,55086,27646,37862
1224,2.029002002,2.68567287,1.886415808,1.429573664,-0.187166531,1.090149774,-0.768497813,0.696312375,0.583379551,-0.469621117,0.497636984,0.01999481,-0.721190776,-0.089869875,1.46357789,1.626998221,-0.118313561,50102,50072,14520,28716,4446,39008,1028,3980,1808,3442,8042,2164,662,2744,26236,42030,4606,12484
1270,1.049680426,0.337178381,2.057742159,0.755997521,0.505922896,0.403015743,0.180152721,0.359626379,0.425680922,0.450949052,0.344281145,0.168103632,0.046802777,0.24293368,0.520070906,1.086834759,0.973757531,50568,36644,65748,1352,26368,36890,1716,13376,10382,36376,40134,14468,25756,22614,9526,36238,9992,60680
1277,0.389154515,0.107314158,2.201594649,0.130132219,0.206075362,1.005780379,0.329121739,0.388536901,0.062428094,0.373389967,1.036525753,1.433336455,0.065498551,0.320991973,0.59205262,0.567815831,0.935989075,2212,1334,66228,270,7680,63756,5336,8022,6974,28844,26180,63810,24214,28786,23318,19284,45798,83282
1074,1.924934564,2.73016387,2.326847315,1.20606236,0.429975112,0.91615604,0.204222315,0.428168065,0.405459452,1.086769575,0.362511186,0.386238535,0.087362136,0.223555369,1.762471477,1.730817114,0.702067673,64224,67342,64470,28182,10330,12414,402,4332,4646,26344,22404,8794,6648,9038,49864,50032,4750,20296
1246,2.253629477,2.916620666,2.028696876,1.011807301,0.048817027,0.655442957,0.029384369,0.475521684,0.076557043,0.385515047,0.864805584,0.232018766,0.053192585,0.292232292,2.013563566,2.113476141,0.839240645,76112,76464,43740,58046,1530,7176,212,1446,284,2278,50462,2984,2468,5002,66524,69570,8220,43002
1080,1.316504995,1.966471185,0.344617796,1.905178731,0.493775626,0.332703243,0.325591517,2.33517996,0.997510066,1.709929922,1.468161365,0.642101737,0.331643461,0.440624866,1.634104195,0.843276471,0.520156447,52772,60006,5366,59874,5566,1200,386,46690,25442,41678,33466,8614,1480,47750,42346,58142,9592,1536
1037,2.164089172,2.758150318,1.505583015,0.306878132,1.022023779,0.434653928,1.829684076,1.785442038,0.498664119,0.862507856,1.399521868,0.599607643,0.917517622,0.087500637,2.372050106,0.524995329,1.659761359,23540,23550,7354,1228,4952,18896,5220,15060,1864,16024,17696,5968,1910,4654,21124,7294,3594,7608
1233,2.429967111,2.26352901,2.350075913,2.258822422,0.29774682,0.75969759,0.052156583,0.709956976,0.455227842,0.439533561,0.902319371,0.664338608,0.159424139,0.193789016,1.764458165,0.836008481,0.322752508,90354,86284,81938,44732,1428,33560,428,8692,1750,4700,32386,11426,2614,18544,49632,18502,22976,8718
1001,1.892455676,2.490401524,0.836823105,0.893674288,0.994495788,2.49220016,0.330661452,1.541941837,0.994681107,1.05843923,1.082783394,0.365858805,1.053869635,0.318229844,1.529201364,1.027356197,1.285959085,46290,47260,2212,9522,32872,45146,16,19474,10502,13480,43712,546,13056,20912,19470,41016,32328,37750
1036,2.640191545,3.644512195,1.706489106,1.406627317,0.386187967,0.751530732,0.010793821,1.229322927,1.261857561,1.169947317,0.539215935,0.522116098,0.059329431,0.170782439,2.223972358,1.290900163,1.073249431,60790,60746,4086,47782,3292,36620,92,5464,3340,20960,3642,848,374,778,38136,32716,4080,9554
1204,3.204614168,3.313882043,2.389228775,0.532384624,0.065331137,0.240000659,0.020165843,0.363238221,0.271695113,0.260198572,0.56556749,1.287292477,0.028529819,0.22585129,1.623841625,1.495505766,1.991905766,88044,80230,71500,4696,1338,8284,604,4978,1398,8930,48148,40466,1050,20676,49498,63956,7198,74982
1268,0.150312363,0.023860278,2.815233845,0.128089978,0.546730554,0.612981956,0.651029017,0.385217752,0.220282614,0.72903804,0.288740063,0.229519142,0.075659595,0.220064618,0.484599366,1.820915386,1.367793709,1806,946,77474,168,22544,25850,18404,14234,12354,63402,25464,16658,71046,16716,14350,51346,8838,60862
1250,2.019811972,2.239213153,0.973599861,1.27798518,0.174388561,0.652147505,0.01394211,0.308083594,0.138043071,0.683142063,0.687302536,0.270616881,0.094938289,0.857438926,1.620628459,1.803077921,0.97062568,74822,75378,14078,49558,896,4788,80,1194,1778,17312,22806,4160,3212,52444,46376,72006,10468,35548
1054,0.647423482,0.517703532,0.382339529,0.225757435,1.321833953,1.450804833,0.455724287,1.070289653,0.904419145,1.188003717,0.319277261,0.259437113,1.346616171,0.065110595,2.117375465,0.916107497,0.962366171,34228,5004,2114,16362,29710,33368,10694,39188,23264,51468,13894,3426,15556,10572,44500,3884,2518,38926
1314,0.32772555,0.141379621,1.444091347,0.152552791,0.525719201,0.293520533,0.431269022,0.70346298,0.089234818,0.907170302,0.47362212,0.453333333,0.00697573,0.416906298,0.133522785,0.293079775,0.745653866,25238,65094,29548,52532,60212,2944,11950,10470,7900,86722,33534,71976,27222,53456,8846,572,22936,83338
1117,1.90271577,2.58899276,1.17113881,1.039184766,0.065174693,0.211407617,0.032456405,0.175201133,0.106844193,0.510005666,0.379516525,0.505267863,0.0370469,0.603922568,0.764718288,1.21218508,0.826064212,22404,26436,6620,11068,318,624,224,654,650,5378,11982,4006,1948,12294,13770,24536,14012,14118
1143,1.279802177,1.241114371,1.566861019,0.944792554,0.141357943,1.35466225,0.218475154,0.544597255,0.075356996,0.360909607,1.467864016,1.20516927,0.075257296,0.442677078,0.983316611,1.920452122,0.750782773,48226,20934,54618,15534,2390,28230,3536,5700,98,10984,43598,26726,4114,15316,12848,42954,17564,42144
1181,2.204212128,2.50495478,0.167717259,1.043793263,-0.021126732,0.863035248,-0.716365007,0.486745029,0.365117398,0.996927068,0.31452432,0.339006899,-0.043012059,0.387150559,0.269134443,0.306548496,1.44583773,52458,52024,9424,35882,2448,36462,492,6908,5150,33508,13248,9044,7414,20708,15856,4082,19412,14380
1129,1.086839627,0.730784149,1.197218881,0.778471795,0.047737762,0.065107925,0.016110723,0.589859207,0.220919347,0.333599301,0.719187879,0.309839161,0.007413753,0.121727506,1.184736131,2.697288112,0.236259207,68580,76032,62896,25290,1272,2286,486,19670,2482,14292,62296,4602,5248,2278,23400,55686,7242,19168
1111,1.89022716,1.973695309,1.419498765,2.287272593,0.225447901,2.248427901,0.414561975,0.80733358,0.440454321,0.256829136,0.84406,0.427725432,0.116911605,0.355362963,1.978754568,2.229932593,0.150426173,73472,77078,24978,67604,10988,53932,1386,2622,666,962,73122,14584,6950,22086,46084,76416,18630,19040
1323,0.74654717,0.088784766,1.766500349,0.550465409,0.306526904,0.109301887,0.251621244,0.398877708,0.189269043,0.879667365,0.6964116,0.736097135,0.03002376,0.064263452,0.255199161,1.367259958,1.149748428,14926,3422,23676,326,3070,3856,628,2348,640,9924,24584,11614,2866,1400,1090,26644,11078,21132
1174,1.666779647,2.611167735,1.804594284,0.444751335,0.289040598,0.893735577,0.087103632,0.47694391,0.4259789,0.692849893,0.522951923,0.509346421,0.309581197,0.683253472,1.220960203,1.735007746,1.646019498,60452,65524,24778,6898,7646,48878,508,8418,5464,25730,33026,7260,10954,22884,42474,64332,21320,52996
1102,1.889987032,2.688505492,1.376672224,0.677518327,0.054404658,0.335620749,0.117092762,0.809318777,0.170740505,0.832572449,1.209690618,0.4523684,0.028507873,0.357953156,2.478558952,1.829190684,1.428900887,52990,65154,18308,14386,882,4112,80,938,1708,21932,31306,12570,6496,7464,50756,41000,2436,44240
1337,0.970349377,0.435161496,0.989511418,0.047730871,1.154668365,0.87052452,1.046890183,1.831597216,0.288026567,1.900126467,1.949631062,1.645769266,0.448499227,1.052651715,0.913798562,1.370987626,0.784328996,10626,1530,6746,10768,19260,4376,14854,28356,8346,30782,35474,31512,31714,29060,4962,5764,4270,3846
1301,0.491826992,0.603224199,1.845531892,-0.905817137,0.598488366,0.317653436,-0.519602518,0.195940871,0.500390912,0.592805365,-0.316583082,-0.424033397,0.071443745,-0.149787572,0.480545305,0.745345743,1.226757186,30032,18978,28032,576,23958,16754,252,14944,11946,31204,9884,4190,22002,3638,14954,10444,1300,26152
1135,1.074501946,-0.188289444,1.524398901,1.35138768,-0.199621021,0.294762995,-0.538189833,-0.316944126,-1.379266087,0.806891459,1.587532631,1.042939089,-2.938210442,0.469924433,0.646693382,1.348321502,0.482129608,11728,5784,16690,6666,3488,5508,182,206,4,10506,13282,12710,1056,3848,2318,1026,3568,16832
1331,0.518884107,0.219517149,1.780042591,0.073354853,0.776361802,0.260277965,0.412322349,1.061986998,0.751595382,0.670017485,0.853288949,0.231449451,0.324039901,0.321459538,1.132900022,1.136679444,0.967173952,37482,11138,41252,366,57626,25954,4204,32826,33046,53972,37800,12670,70464,60970,49302,54908,3756,63256
1243,1.562821974,2.567408839,2.038360122,0.79061761,0.248828982,0.917955013,0.409967899,0.819611168,0.442148525,1.219754719,0.715810557,0.298530801,0.001554199,0.581503787,1.196585961,1.692281225,0.928823104,84814,88160,75302,9560,11558,13422,13590,17900,8702,35464,69744,18290,4670,18754,25660,57790,25500,69868
1082,1.726738395,1.697765564,0.531532681,1.113365316,0.046021736,0.068861978,0.004325415,0.371898773,0.224099984,0.453772396,0.364997361,0.137561248,0.000961652,0.265484552,0.921766496,1.608260829,0.295059152,61294,61636,10696,40690,972,242,104,2220,376,15424,49544,3592,578,13440,30038,61410,9262,40368
1244,1.845751522,2.328944982,1.511822413,0.749221625,0.04574269,0.198837809,0.177582289,0.278150615,0.084369734,0.365047142,0.805017066,0.40344528,0.00578279,0.166030791,1.545907626,2.315016589,1.596818952,30082,75942,62052,5178,826,992,384,634,380,22264,37082,6550,17980,6762,37478,59230,3242,70634
1272,0.378673824,0.073393661,2.420698364,0.257889059,0.61178681,0.87831135,0.813115542,1.010398262,0.129347648,0.748457566,0.735600204,0.432744376,0.000473926,0.226870143,0.816401329,0.674373722,0.507727505,18916,6562,31286,4966,24024,19010,17758,13144,2978,24930,26202,28512,4562,14480,17454,17212,2872,17552
1078,0.135605789,1.031468932,0.434513764,1.033843008,0.104410571,0.060112946,0.033693566,0.407987101,0.120590845,0.471244927,0.562331918,0.15897373,0.04806072,0.347313198,1.826941954,0.27777222,0.91566179,1342,51102,3154,56384,3570,2694,28,5364,16220,15218,5652,238,254,43744,57636,31528,14482,38376
1210,1.691479646,0.87415574,2.272601769,1.073762006,0.059847538,0.120800808,0.285205443,0.241897012,0.028571047,0.442089877,0.879352798,0.990262616,0.083962875,0.247541546,0.943979265,2.476346623,0.891505184,44932,28916,49034,946,1478,4072,1088,640,26,7782,40368,21140,3500,9138,20158,42800,25916,33394
1274,0.816832818,0.460582148,3.832718202,1.131196042,0.07154463,0.73453288,0.098832406,0.275491033,0.081123274,0.114206555,0.236959596,0.213749536,0.074018759,0.099889713,0.440233354,1.384992167,0.354269429,29208,26238,95162,74668,928,45464,338,184,252,9914,18508,15838,6360,7520,13078,11880,7262,24754
1273,0.548007173,0.102970728,0.780072891,0.467784334,0.138270971,0.178400787,0.003247484,0.438976976,0.221985885,0.788550966,0.044488025,0.35766632,0.017130626,0.160117552,0.390267268,1.460482703,0.626097883,11114,68412,68280,1268,7528,37264,338,17302,8668,72148,12508,11068,33098,13056,21364,78938,44430,63604
1041,0.545973437,0.412904305,1.666270126,0.817442549,1.255783766,1.622118867,1.270161483,2.086865893,0.316527161,0.744410205,0.886846782,1.661777268,0.711393149,1.059191152,1.360644499,0.626828627,0.555822464,21422,4112,17134,11830,28222,22184,35560,33774,7284,15596,38916,33538,23806,37438,27898,24588,26184,8738
1287,0.516195414,0.874289797,1.619124626,0.546120527,0.473876814,0.993677855,0.465527196,0.526418744,0.302997674,0.432937188,0.472997452,0.179716849,0.433376315,0.146848344,0.583330453,0.778509361,1.429031572,50430,45840,78022,26220,42994,51056,3046,27692,13554,52362,34528,11886,44494,46838,26792,22736,1874,63948
1012,2.36024183,3.120523498,1.123480859,1.768450669,0.451167134,0.62584376,0.045983816,1.32261469,0.384917523,0.427682228,2.168368814,0.778063803,0.90310333,0.157216931,1.534427326,0.383678805,0.667371304,59440,60416,3838,39804,1774,12326,10,3468,1282,500,47068,1768,5880,10664,38680,13346,37762,12216
